065415.00	11421.37681	3031.66187	2.278	14.87
065416.00	11421.37684	3031.66251	2.101	15.01
065417.00	11421.37700	3031.66300	1.558	11.79
065418.00	11421.37713	3031.66358	2.241	14.58
065419.00	11421.37718	3031.66424	2.049	12.73
065420.00	11421.37716	3031.66485	1.841	3.53
065421.00	11421.37721	3031.66529	1.820	3.79
065422.00	11421.37740	3031.66583	2.251	12.22
065423.00	11421.37739	3031.66635	1.941	357.11
065424.00	11421.37743	3031.66693	1.958	7.84
065425.00	11421.37751	3031.66747	1.940	9.37
065426.00	11421.37770	3031.66805	2.030	13.42
065427.00	11421.37792	3031.66849	1.538	17.51
065428.00	11421.37799	3031.66899	2.062	6.86
065429.00	11421.37817	3031.66954	1.882	9.60
065430.00	11421.37822	3031.67014	2.213	0.69
065431.00	11421.37829	3031.67063	1.759	3.10
065432.00	11421.37827	3031.67120	2.125	1.16
065433.00	11421.37820	3031.67178	1.842	357.96
065434.00	11421.37808	3031.67238	1.959	352.73
065435.00	11421.37810	3031.67296	2.139	1.65
065436.00	11421.37819	3031.67353	2.079	3.48
065437.00	11421.37806	3031.67415	1.829	357.53
065438.00	11421.37794	3031.67475	1.780	358.17
065439.00	11421.37782	3031.67544	2.065	357.49
065440.00	11421.37772	3031.67612	2.136	357.15
065441.00	11421.37763	3031.67679	2.069	355.07
065442.00	11421.37748	3031.67750	2.371	355.08
065443.00	11421.37750	3031.67817	2.187	0.23
065444.00	11421.37755	3031.67879	2.061	3.00
065445.00	11421.37757	3031.67932	1.790	4.04
065446.00	11421.37754	3031.67986	1.766	0.48
065447.00	11421.37741	3031.68046	2.036	352.77
065448.00	11421.37729	3031.68099	1.858	357.43
065449.00	11421.37733	3031.68163	2.250	7.65
065450.00	11421.37741	3031.68236	2.523	5.61
065451.00	11421.37740	3031.68297	2.147	2.85
065452.00	11421.37735	3031.68349	1.632	2.53
065453.00	11421.37741	3031.68402	1.816	4.80
065454.00	11421.37737	3031.68456	2.024	356.30
065455.00	11421.37726	3031.68520	2.249	355.88
065456.00	11421.37717	3031.68579	2.145	356.24
065457.00	11421.37711	3031.68641	2.286	356.03
065458.00	11421.37722	3031.68699	2.103	2.62
065459.00	11421.37731	3031.68754	1.955	3.55
065500.00	11421.37728	3031.68813	2.125	359.59
065501.00	11421.37721	3031.68873	2.206	353.36
065502.00	11421.37729	3031.68933	2.130	2.72
065503.00	11421.37736	3031.69005	2.550	0.78
065504.00	11421.37742	3031.69067	2.263	3.17
065505.00	11421.37761	3031.69118	1.983	10.83
065506.00	11421.37757	3031.69171	1.993	0.41
065507.00	11421.37756	3031.69219	1.707	1.72
065508.00	11421.37749	3031.69269	1.949	355.87
065509.00	11421.37738	3031.69326	2.075	355.46
065510.00	11421.37735	3031.69384	2.186	355.15
065511.00	11421.37726	3031.69446	2.198	354.32
065512.00	11421.37736	3031.69504	2.194	4.00
065513.00	11421.37733	3031.69561	2.152	359.29
065514.00	11421.37732	3031.69601	1.527	359.08
065515.00	11421.37731	3031.69657	2.024	357.52
065516.00	11421.37734	3031.69713	1.951	1.08
065517.00	11421.37731	3031.69774	2.196	356.75
065518.00	11421.37738	3031.69828	1.952	5.26
065519.00	11421.37739	3031.69880	1.983	5.44
065520.00	11421.37755	3031.69943	2.249	7.16
065521.00	11421.37759	3031.70001	1.767	4.16
065522.00	11421.37760	3031.70070	2.417	357.20
065523.00	11421.37764	3031.70124	1.889	1.54
065524.00	11421.37779	3031.70182	2.007	5.22
065525.00	11421.37778	3031.70239	2.225	4.28
065526.00	11421.37785	3031.70304	2.452	6.67
065527.00	11421.37799	3031.70369	2.303	9.29
065528.00	11421.37810	3031.70427	2.051	8.11
065529.00	11421.37817	3031.70481	2.017	13.15
065530.00	11421.37835	3031.70530	1.584	15.89
065531.00	11421.37832	3031.70577	1.858	7.56
065532.00	11421.37847	3031.70631	2.141	9.94
065533.00	11421.37857	3031.70696	2.089	4.49
065534.00	11421.37860	3031.70761	2.318	5.82
065535.00	11421.37869	3031.70833	2.387	6.37
065536.00	11421.37852	3031.70886	1.979	358.67
065537.00	11421.37847	3031.70940	1.734	351.90
065538.00	11421.37839	3031.70983	1.438	354.70
065539.00	11421.37822	3031.71040	1.985	346.60
065540.00	11421.37800	3031.71109	2.519	342.57
065541.00	11421.37798	3031.71160	1.727	355.31
065542.00	11421.37803	3031.71210	1.719	357.75
065543.00	11421.37809	3031.71247	1.003	10.48
065544.00	11421.37810	3031.71290	1.481	1.15
065545.00	11421.37794	3031.71343	1.809	347.31
065546.00	11421.37776	3031.71396	1.988	346.90
065547.00	11421.37765	3031.71440	1.501	350.38
065548.00	11421.37776	3031.71472	0.964	355.92
065549.00	11421.37799	3031.71499	0.678	
065550.00	11421.37799	3031.71537	1.473	6.59
065551.00	11421.37824	3031.71581	1.342	8.55
065552.00	11421.37830	3031.71630	1.755	5.17
065553.00	11421.37840	3031.71694	2.378	6.70
065554.00	11421.37853	3031.71744	1.819	10.09
065555.00	11421.37849	3031.71781	1.186	11.02
065556.00	11421.37851	3031.71836	1.552	8.25
065557.00	11421.37848	3031.71838	0.639	
065558.00	11421.37832	3031.71876	0.817	
065559.00	11421.37810	3031.71931	2.146	354.59
065600.00	11421.37808	3031.71981	1.527	359.46
065601.00	11421.37816	3031.72009	0.685	
065602.00	11421.37794	3031.72036	1.805	3.03
065603.00	11421.37795	3031.72087	1.458	4.04
065604.00	11421.37782	3031.72118	1.382	
065605.00	11421.37788	3031.72147	0.989	
065606.00	11421.37919	3031.72097	5.248	112.96
065607.00	11421.37993	3031.72055	2.660	111.85
065608.00	11421.38071	3031.72062	2.581	
065609.00	11421.38084	3031.72124	2.236	
065610.00	11421.38035	3031.72138	1.603	
065611.00	11421.38045	3031.72161	0.996	
065612.00	11421.38139	3031.72187	2.853	
065613.00	11421.38118	3031.72242	2.779	
065614.00	11421.38113	3031.72302	2.720	
065615.00	11421.38256	3031.72308	3.690	
065616.00	11421.38282	3031.72400	3.414	
065617.00	11421.38312	3031.72485	2.921	
065618.00	11421.38356	3031.72540	3.014	
065619.00	11421.38300	3031.72551	1.432	
065620.00	11421.38364	3031.72549	1.375	
065621.00	11421.38415	3031.72557	2.061	
065622.00	11421.38401	3031.72597	1.570	
065623.00	11421.38324	3031.72669	1.977	
065624.00	11421.38371	3031.72769	2.228	
065625.00	11421.38456	3031.72857	1.370	
065626.00	11421.38459	3031.72958	1.426	
065627.00	11421.38443	3031.73089	1.952	37.41
065628.00	11421.38400	3031.73140	1.779	11.54
065629.00	11421.38384	3031.73215	1.371	
065630.00	11421.38373	3031.73311	1.982	8.49
065631.00	11421.38355	3031.73352	1.071	
065632.00	11421.38245	3031.73426	0.940	
065633.00	11421.38189	3031.73464	0.686	
065634.00	11421.38160	3031.73487	0.335	
065635.00	11421.38105	3031.73501	0.495	
065636.00	11421.38103	3031.73550	1.141	
065637.00	11421.38065	3031.73593	0.451	
065638.00	11421.38031	3031.73634	0.216	
065639.00	11421.38007	3031.73644	0.114	
065640.00	11421.37996	3031.73695	0.164	
065641.00	11421.37967	3031.73729	0.424	
065642.00	11421.37997	3031.73753	1.106	
065643.00	11421.38002	3031.73785	0.622	
065644.00	11421.37989	3031.73820	0.527	
065645.00	11421.37987	3031.73844	0.433	
065646.00	11421.37938	3031.73876	1.593	342.02
065647.00	11421.37895	3031.73888	1.295	295.91
065648.00	11421.37895	3031.73897	0.665	
065649.00	11421.37854	3031.73916	0.319	
065650.00	11421.37822	3031.73923	0.410	
065651.00	11421.37814	3031.73926	0.085	
065652.00	11421.37813	3031.73924	0.189	
065653.00	11421.37807	3031.73935	0.125	
065654.00	11421.37809	3031.73940	0.061	
065655.00	11421.37802	3031.73921	0.423	
065656.00	11421.37789	3031.73935	0.422	
065657.00	11421.37725	3031.74006	2.005	295.32
065658.00	11421.37700	3031.74009	0.944	
065659.00	11421.37705	3031.74030	0.708	
065700.00	11421.37688	3031.74059	0.380	
065701.00	11421.37684	3031.74058	0.177	
065702.00	11421.37694	3031.74074	0.344	
065703.00	11421.37677	3031.74065	0.064	
065704.00	11421.37664	3031.74044	0.708	
065705.00	11421.37632	3031.74093	0.831	
065706.00	11421.37616	3031.74161	0.628	
065707.00	11421.37549	3031.74247	1.965	
065708.00	11421.37521	3031.74360	2.565	315.07
065709.00	11421.37427	3031.74550	4.703	327.82
065710.00	11421.37456	3031.74857	6.717	348.59
065711.00	11421.37417	3031.75155	8.253	352.00
065712.00	11421.37338	3031.75388	7.780	348.19
065713.00	11421.37329	3031.75726	9.797	353.48
065714.00	11421.37310	3031.76004	9.127	355.28
065715.00	11421.37331	3031.76309	9.648	359.27
065716.00	11421.37316	3031.76627	10.392	359.49
065717.00	11421.37294	3031.76970	10.988	359.28
065718.00	11421.37279	3031.77299	11.153	359.70
065719.00	11421.37183	3031.77639	11.580	352.94
065720.00	11421.37092	3031.77992	12.097	353.29
065721.00	11421.37059	3031.78397	13.351	356.82
065722.00	11421.37025	3031.78807	13.934	356.92
065723.00	11421.36953	3031.79211	14.050	354.09
065724.00	11421.36858	3031.79608	13.690	351.11
065725.00	11421.36807	3031.80001	13.489	353.76
065726.00	11421.36827	3031.80411	13.826	0.00
065727.00	11421.36847	3031.80839	14.070	0.83
065728.00	11421.36827	3031.81250	14.209	358.48
065729.00	11421.36753	3031.81687	14.883	352.44
065730.00	11421.36705	3031.82129	15.340	352.45
065731.00	11421.36633	3031.82563	15.036	350.92
065732.00	11421.36611	3031.83016	15.133	354.99
065733.00	11421.36567	3031.83459	15.175	355.44
065734.00	11421.36531	3031.83911	14.671	355.97
065735.00	11421.36519	3031.84329	14.108	358.39
065736.00	11421.36542	3031.84716	13.384	359.15
065737.00	11421.36527	3031.85043	11.843	357.34
065738.00	11421.36426	3031.85291	10.112	350.74
065739.00	11421.36432	3031.85527	8.896	350.92
065740.00	11421.36480	3031.85826	8.985	354.99
065741.00	11421.36520	3031.86110	8.798	356.69
065742.00	11421.36542	3031.86351	7.266	355.75
065743.00	11421.36661	3031.86652	7.923	2.11
065744.00	11421.36651	3031.86940	8.502	355.90
065745.00	11421.36701	3031.87270	10.050	359.24
065746.00	11421.36728	3031.87610	10.748	0.08
065747.00	11421.36787	3031.87966	11.422	2.82
065748.00	11421.36864	3031.88339	11.363	3.66
065749.00	11421.36907	3031.88720	11.761	0.30
065750.00	11421.36982	3031.89166	13.047	0.23
065751.00	11421.37060	3031.89571	13.105	3.27
065752.00	11421.37134	3031.89985	12.674	3.16
065753.00	11421.37174	3031.90349	12.032	1.91
065754.00	11421.37189	3031.90651	9.761	358.92
065755.00	11421.37201	3031.90983	10.508	357.85
065756.00	11421.37204	3031.91284	9.783	356.67
065757.00	11421.37245	3031.91568	8.894	3.16
065758.00	11421.37195	3031.91874	9.502	349.85
065759.00	11421.37114	3031.92139	8.985	341.89
065800.00	11421.36927	3031.92331	8.808	323.91
065801.00	11421.36701	3031.92402	7.788	300.44
065802.00	11421.36451	3031.92433	7.999	283.76
065803.00	11421.36224	3031.92471	7.555	278.12
065804.00	11421.35989	3031.92496	7.634	274.52
065805.00	11421.35760	3031.92488	7.420	268.96
065806.00	11421.35560	3031.92498	6.884	268.39
065807.00	11421.35376	3031.92537	5.468	275.63
065808.00	11421.35210	3031.92535	5.043	269.94
065809.00	11421.35084	3031.92561	4.061	272.68
065810.00	11421.34955	3031.92566	4.368	270.24
065811.00	11421.34821	3031.92556	4.495	264.68
065812.00	11421.34680	3031.92569	4.294	268.62
065813.00	11421.34564	3031.92581	3.466	267.44
065814.00	11421.34428	3031.92574	4.093	264.73
065815.00	11421.34294	3031.92593	4.548	269.79
065816.00	11421.34159	3031.92602	4.253	269.21
065817.00	11421.34032	3031.92611	4.054	270.04
065818.00	11421.33948	3031.92604	3.228	266.27
065819.00	11421.33854	3031.92597	3.193	260.17
065820.00	11421.33707	3031.92605	4.396	264.16
065821.00	11421.33566	3031.92616	4.433	268.24
065822.00	11421.33418	3031.92616	4.474	267.67
065823.00	11421.33271	3031.92632	4.767	269.15
065824.00	11421.33115	3031.92633	4.963	267.24
065825.00	11421.32959	3031.92624	4.997	264.94
065826.00	11421.32784	3031.92635	5.326	269.97
065827.00	11421.32594	3031.92667	5.948	275.16
065828.00	11421.32416	3031.92677	5.438	271.42
065829.00	11421.32228	3031.92700	5.806	273.52
065830.00	11421.32085	3031.92736	4.363	277.17
065831.00	11421.31941	3031.92732	4.409	272.40
065832.00	11421.31758	3031.92731	5.400	268.27
065833.00	11421.31573	3031.92732	5.690	269.12
065834.00	11421.31435	3031.92762	4.521	274.14
065835.00	11421.31265	3031.92769	5.160	271.00
065836.00	11421.31016	3031.92724	7.169	260.92
065837.00	11421.30770	3031.92593	8.636	241.46
065838.00	11421.30594	3031.92412	8.439	223.02
065839.00	11421.30526	3031.92241	7.532	208.12
065840.00	11421.30450	3031.92045	7.999	200.86
065841.00	11421.30448	3031.91844	7.929	186.55
065842.00	11421.30466	3031.91639	8.208	178.94
065843.00	11421.30454	3031.91422	8.435	182.17
065844.00	11421.30470	3031.91222	8.744	180.37
065845.00	11421.30480	3031.91009	8.530	181.34
065846.00	11421.30497	3031.90790	8.526	178.81
065847.00	11421.30504	3031.90578	7.510	176.90
065848.00	11421.30539	3031.90354	9.030	174.12
065849.00	11421.30555	3031.90104	9.084	175.82
065850.00	11421.30550	3031.89846	9.418	179.94
065851.00	11421.30569	3031.89603	9.072	177.52
065852.00	11421.30566	3031.89349	9.035	179.17
065853.00	11421.30597	3031.89124	8.427	177.59
065854.00	11421.30606	3031.88918	7.479	179.91
065855.00	11421.30593	3031.88696	7.933	183.87
065856.00	11421.30579	3031.88472	7.859	184.65
065857.00	11421.30600	3031.88254	7.156	182.03
065858.00	11421.30609	3031.88049	6.793	182.13
065859.00	11421.30618	3031.87871	6.070	182.12
065900.00	11421.30629	3031.87709	5.679	183.01
065901.00	11421.30571	3031.87564	5.663	195.09
065902.00	11421.30517	3031.87431	4.820	196.61
065903.00	11421.30381	3031.87334	5.135	222.78
065904.00	11421.30221	3031.87279	4.935	238.29
065905.00	11421.30042	3031.87251	5.598	255.38
065906.00	11421.29831	3031.87242	6.517	263.56
065907.00	11421.29597	3031.87238	6.783	267.17
065908.00	11421.29371	3031.87250	6.659	269.43
065909.00	11421.29153	3031.87300	6.269	279.07
065910.00	11421.28931	3031.87288	6.381	272.34
065911.00	11421.28710	3031.87295	6.320	272.25
065912.00	11421.28498	3031.87312	6.082	273.40
065913.00	11421.28297	3031.87318	5.974	271.04
065914.00	11421.28106	3031.87268	5.528	258.35
065915.00	11421.27874	3031.87212	6.963	255.62
065916.00	11421.27672	3031.87159	6.308	252.56
065917.00	11421.27473	3031.87155	5.803	259.09
065918.00	11421.27288	3031.87186	5.571	269.15
065919.00	11421.27056	3031.87169	7.119	264.75
065920.00	11421.26869	3031.87179	5.037	270.13
065921.00	11421.26664	3031.87145	6.276	259.23
065922.00	11421.26482	3031.87097	5.269	258.28
065923.00	11421.26286	3031.87088	5.978	256.51
065924.00	11421.26053	3031.87070	6.902	258.88
065925.00	11421.25832	3031.87060	6.179	262.10
065926.00	11421.25650	3031.87063	5.075	263.26
065927.00	11421.25494	3031.87067	4.560	264.46
065928.00	11421.25433	3031.87113	1.822	279.86
065929.00	11421.25370	3031.87026	4.896	219.98
065930.00	11421.25350	3031.86890	5.136	202.23
065931.00	11421.25354	3031.86715	7.283	175.90
065932.00	11421.25341	3031.86516	7.832	172.07
065933.00	11421.25383	3031.86306	7.885	167.56
065934.00	11421.25392	3031.86120	6.704	170.25
065935.00	11421.25365	3031.85925	6.980	173.21
065936.00	11421.25312	3031.85744	6.129	180.04
065937.00	11421.25319	3031.85543	7.808	176.26
065938.00	11421.25393	3031.85332	7.811	164.87
065939.00	11421.25430	3031.85103	9.112	171.80
065940.00	11421.25454	3031.84865	9.339	176.15
065941.00	11421.25485	3031.84611	9.113	173.36
065942.00	11421.25495	3031.84360	9.362	174.98
065943.00	11421.25500	3031.84129	7.931	172.66
065944.00	11421.25450	3031.83847	9.606	184.67
065945.00	11421.25462	3031.83626	7.537	177.76
065946.00	11421.25494	3031.83416	7.366	173.74
065947.00	11421.25511	3031.83174	8.208	173.89
065948.00	11421.25503	3031.82975	6.727	176.17
065949.00	11421.25468	3031.82802	6.227	183.06
065950.00	11421.25493	3031.82598	7.466	174.13
065951.00	11421.25506	3031.82403	6.463	176.99
065952.00	11421.25502	3031.82222	6.210	176.97
065953.00	11421.25513	3031.82049	5.799	176.07
065954.00	11421.25503	3031.81873	5.868	179.28
065955.00	11421.25513	3031.81710	5.228	176.54
065956.00	11421.25511	3031.81557	5.099	177.84
065957.00	11421.25500	3031.81426	3.862	178.43
065958.00	11421.25480	3031.81319	2.847	183.06
065959.00	11421.25465	3031.81255	1.502	182.68
070000.00	11421.25446	3031.81230	0.074	
070001.00	11421.25409	3031.81204	0.079	
070002.00	11421.25363	3031.81181	0.041	
070003.00	11421.25316	3031.81151	0.033	
070004.00	11421.25287	3031.81123	0.471	
070005.00	11421.25236	3031.81071	2.211	214.96
070006.00	11421.25113	3031.80997	3.312	235.05
070007.00	11421.24952	3031.80927	4.850	247.20
070008.00	11421.24724	3031.80878	6.483	262.89
070009.00	11421.24499	3031.80816	6.077	260.04
070010.00	11421.24239	3031.80739	8.034	258.64
070011.00	11421.23966	3031.80685	8.311	261.42
070012.00	11421.23739	3031.80622	6.573	261.99
070013.00	11421.23497	3031.80557	7.917	257.46
070014.00	11421.23225	3031.80481	8.435	256.71
070015.00	11421.22998	3031.80463	6.692	262.77
070016.00	11421.22766	3031.80456	7.163	268.83
070017.00	11421.22506	3031.80411	8.253	261.30
070018.00	11421.22212	3031.80347	8.402	259.30
070019.00	11421.21987	3031.80293	5.971	259.91
070020.00	11421.21770	3031.80259	6.129	261.84
070021.00	11421.21589	3031.80252	5.208	266.95
070022.00	11421.21363	3031.80214	6.902	257.85
070023.00	11421.21143	3031.80112	6.457	245.99
070024.00	11421.20911	3031.80062	6.545	253.39
070025.00	11421.20658	3031.80002	6.958	253.05
070026.00	11421.20380	3031.79927	7.995	253.15
070027.00	11421.20126	3031.79858	6.890	252.79
070028.00	11421.19854	3031.79810	7.856	257.66
070029.00	11421.19605	3031.79774	7.104	257.35
070030.00	11421.19332	3031.79698	8.268	252.66
070031.00	11421.19049	3031.79638	7.912	254.81
070032.00	11421.18800	3031.79619	7.465	262.58
070033.00	11421.18622	3031.79608	4.904	261.46
070034.00	11421.18437	3031.79590	5.933	261.55
070035.00	11421.18317	3031.79561	2.918	257.86
070036.00	11421.18118	3031.79562	6.565	266.99
070037.00	11421.17885	3031.79561	7.062	263.90
070038.00	11421.17600	3031.79533	7.966	261.13
070039.00	11421.17355	3031.79532	6.099	261.77
070040.00	11421.17049	3031.79493	7.579	256.94
070041.00	11421.16854	3031.79402	6.189	243.23
070042.00	11421.16763	3031.79269	5.584	229.82
070043.00	11421.16683	3031.79127	6.590	209.94
070044.00	11421.16689	3031.78970	7.309	185.53
070045.00	11421.16687	3031.78793	8.448	177.32
070046.00	11421.16630	3031.78591	8.327	177.92
070047.00	11421.16661	3031.78378	9.662	171.38
070048.00	11421.16703	3031.78162	9.845	172.12
070049.00	11421.16657	3031.77941	9.649	178.63
070050.00	11421.16519	3031.77758	9.198	188.30
070051.00	11421.16481	3031.77546	9.258	179.06
070052.00	11421.16436	3031.77311	10.358	179.80
070053.00	11421.16444	3031.77060	10.103	175.33
070054.00	11421.16390	3031.76840	9.226	174.69
070055.00	11421.16386	3031.76627	9.132	177.82
070056.00	11421.16358	3031.76415	9.284	179.18
070057.00	11421.16290	3031.76187	9.695	183.47
070058.00	11421.16202	3031.75945	9.954	182.81
070059.00	11421.16132	3031.75683	10.020	180.99
070100.00	11421.16175	3031.75497	6.212	173.46
070101.00	11421.16192	3031.75331	7.404	167.34
070102.00	11421.16329	3031.75222	7.687	144.72
070103.00	11421.16449	3031.75156	7.728	120.72
070104.00	11421.16610	3031.75163	8.336	105.09
070105.00	11421.16720	3031.75233	8.286	89.54
070106.00	11421.16799	3031.75320	8.761	82.96
070107.00	11421.16853	3031.75418	8.307	83.31
070108.00	11421.17007	3031.75468	9.688	82.33
070109.00	11421.17239	3031.75575	10.067	78.18
070110.00	11421.17416	3031.75634	9.873	81.79
070111.00	11421.17705	3031.75675	11.195	86.11
070112.00	11421.17975	3031.75679	10.413	90.46
070113.00	11421.18182	3031.75687	9.653	89.28
070114.00	11421.18394	3031.75694	8.655	92.18
070115.00	11421.18542	3031.75693	6.530	91.87
070116.00	11421.18699	3031.75706	7.104	89.32
070117.00	11421.18853	3031.75740	6.624	80.96
070118.00	11421.19025	3031.75775	7.111	82.22
070119.00	11421.19219	3031.75782	7.516	88.29
070120.00	11421.19439	3031.75784	7.957	90.70
070121.00	11421.19678	3031.75806	8.505	84.96
070122.00	11421.19923	3031.75807	8.559	87.38
070123.00	11421.20170	3031.75809	8.608	85.88
070124.00	11421.20440	3031.75822	9.422	84.22
070125.00	11421.20705	3031.75844	8.748	83.69
070126.00	11421.20990	3031.75848	9.156	86.09
070127.00	11421.21257	3031.75868	8.598	85.82
070128.00	11421.21527	3031.75866	9.231	87.44
070129.00	11421.21800	3031.75891	8.892	84.90
070130.00	11421.22070	3031.75905	8.535	83.06
070131.00	11421.22303	3031.75936	7.826	81.86
070132.00	11421.22562	3031.75947	8.417	85.34
070133.00	11421.22820	3031.75941	8.249	88.16
070134.00	11421.23083	3031.75931	8.399	89.97
070135.00	11421.23335	3031.75928	7.985	90.53
070136.00	11421.23597	3031.75941	8.185	88.44
070137.00	11421.23859	3031.75921	8.293	88.08
070138.00	11421.24110	3031.75922	8.010	86.46
070139.00	11421.24343	3031.75903	7.260	92.20
070140.00	11421.24540	3031.75842	6.372	101.96
070141.00	11421.24662	3031.75703	5.197	124.34
070142.00	11421.24694	3031.75519	5.378	155.93
070143.00	11421.24689	3031.75335	4.720	167.75
070144.00	11421.24690	3031.75195	5.053	176.50
070145.00	11421.24707	3031.75024	5.690	175.22
070146.00	11421.24681	3031.74844	6.849	183.77
070147.00	11421.24688	3031.74591	8.221	181.04
070148.00	11421.24734	3031.74362	7.867	174.61
070149.00	11421.24770	3031.74141	7.058	173.36
070150.00	11421.24740	3031.73907	7.346	181.42
070151.00	11421.24727	3031.73693	7.579	182.47
070152.00	11421.24755	3031.73477	7.799	177.70
070153.00	11421.24796	3031.73264	7.209	173.78
070154.00	11421.24879	3031.73080	6.841	165.82
070155.00	11421.24885	3031.72845	7.629	172.18
070156.00	11421.24944	3031.72626	7.834	170.44
070157.00	11421.24957	3031.72354	8.314	175.21
070158.00	11421.24956	3031.72106	7.911	177.93
070159.00	11421.25002	3031.71854	7.978	174.22
070200.00	11421.25036	3031.71632	7.777	172.87
070201.00	11421.25011	3031.71401	7.530	179.03
070202.00	11421.24986	3031.71136	8.704	182.40
070203.00	11421.24969	3031.70849	9.205	182.79
070204.00	11421.24956	3031.70578	8.908	182.60
070205.00	11421.24927	3031.70292	8.726	183.86
070206.00	11421.24937	3031.70066	6.540	181.41
070207.00	11421.24950	3031.69868	6.245	178.87
070208.00	11421.24950	3031.69657	7.216	179.30
070209.00	11421.24929	3031.69399	8.562	181.48
070210.00	11421.24889	3031.69118	9.174	183.63
070211.00	11421.24919	3031.68840	9.216	178.78
070212.00	11421.24935	3031.68588	8.515	176.73
070213.00	11421.24957	3031.68340	8.405	174.94
070214.00	11421.24961	3031.68120	7.749	175.68
070215.00	11421.24976	3031.67887	7.940	175.64
070216.00	11421.25001	3031.67662	7.940	174.20
070217.00	11421.25143	3031.67489	7.039	160.66
070218.00	11421.25337	3031.67382	6.534	145.40
070219.00	11421.25568	3031.67327	7.202	120.24
